id,name,position,school,image,first_name,last_name,first_name_kana,last_name_kana
c2b592b0-0c02-47de-b34b-9ea76e00e0ff,古谷 和久,監督,東海大学,https://bfdkmicqyvirpzginkia.supabase.co/storage/v1/object/public/images/0.5374212056481333.jpg,和久,古谷,かずひさ,ふるや
e53982b0-f315-4833-b5f9-a75dc907bfcf,小野 晃来,コーチ,東海大学,https://bfdkmicqyvirpzginkia.supabase.co/storage/v1/object/public/images/0.30897189834195304.jpeg,晃来,小野,あきら,おの
