id,is_enabled,scheduled_start,scheduled_end,message,twitter_url,instagram_url,created_at,updated_at
13f37c6e-b54e-43aa-98d5-86cb479f1a15,true,2026-01-10 08:00:00.706+00,2026-01-17 08:00:00+00,システムメンテナンス中です。しばらくお待ちください。,https://x.com/tokaisofttennis,https://www.instagram.com/tokai_soft_tennis_/,2026-01-10 07:34:52.91879+00,2026-04-08 05:06:30.043+00
